mark	X	Y	refr1	refr2	xsize	asp	QEXT	QSCA	GSCA
sw10_50	29.45700330299977	40.87943207374518	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	24.659033212102518	1.16326971207074	2.2460791075400315	2.2460778654655376	0.757917660214113
sw10_50	30.929853468149762	42.923616338988104	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	25.89198487270765	1.1632754754241887	2.098324043490342	2.098322760048568	0.739484121626885
sw10_50	32.402703633299744	44.967800608842175	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	27.12493653331277	1.1632807149557018	2.090324165130984	2.090322811924906	0.747092894617481
sw10_50	33.875553798449744	47.01198488270591	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	28.357888193917898	1.163285498974996	2.2237917882900025	2.2237903771824796	0.756927426986327
sw10_50	35.34840396359972	49.056169160078106	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	29.590839854523026	1.163289884409213	2.1313612861478894	2.1313598141630825	0.754856727890695
sw10_50	35.34840396359972	49.056169160078106	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	29.590839854523026	1.163289884409213	2.1313612861478894	2.1313598141630825	0.754856727890695
sw10_70	2.356560264239981	3.8077780059329513	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	1.9727226569682017	1.3544319844635728	3.011219978303672	3.0112199005046003	0.79748444694122
sw10_70	2.9457003302999767	4.762232661432447	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	2.465903321210252	1.3551462767107048	3.5088604541354527	3.50886035482943	0.801639423446495
sw10_70	3.534840396359972	5.716689697738232	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	2.9590839854523026	1.3556230361128876	3.423533963750593	3.423533843349003	0.776623415910416
sw10_70	4.123980462419967	6.671148088865683	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	3.4522646496943525	1.355963853921286	2.956730706746175	2.9567305652549414	0.734254489327533
sw10_70	4.713120528479963	7.625607324254853	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	3.9454453139364034	1.356219617430124	2.4355268139764923	2.435526652346954	0.678034673105886
sw10_70	5.302260594539958	8.580067121237397	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	4.438625978178454	1.356418633385688	2.154830308705294	2.1548301268978305	0.639326845490496
sw10_70	5.891400660599952	9.5345273106565	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	4.931806642420504	1.3565779019862332	2.2355925723632115	2.2355923689753534	0.649278693802886
sw10_70	6.480540726659949	10.488987785089048	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	5.424987306662555	1.3567082495247458	2.579205432800623	2.579205205727462	0.682739061888418
sw10_70	7.069680792719944	11.443448473039195	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	5.918167970904605	1.3568168977896764	2.955504514843339	2.955504261607387	0.707668818047578
sw10_70	7.658820858779937	12.397909325078109	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	6.411348635146655	1.3569088488958807	3.0448757635225316	3.0448754878043895	0.723813185935582
sw10_70	8.247960924839933	13.352370305940411	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	6.904529299388705	1.3569876772219585	2.7692954360304842	2.7692951426456562	0.72119705372233
sw10_70	8.83710099089993	14.306831389790409	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	7.397709963630756	1.3570560048733236	2.3271069953568313	2.3271066840483354	0.697591326428869
sw10_70	9.426241056959926	15.261292557267845	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	7.890890627872808	1.357115799004868	1.913852175776777	1.9138518466763792	0.668690294016081
sw10_70	10.01538112301992	16.215753793578838	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	8.384071292114855	1.357168564293688	1.7539531009700924	1.7539527508490982	0.650490589940796
sw10_70	10.604521189079916	17.170215087224573	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	8.877251956356908	1.3572154713046496	1.9695201700466027	1.9695197811162568	0.643811575623807
sw10_70	11.193661255139912	18.1246764291323	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	9.370432620598958	1.3572574443495848	2.2473335344988503	2.247333122870684	0.703004726169469
sw10_70	11.782801321199909	19.07913781204757	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	9.863613284841009	1.3572952230073152	2.41799984801365	2.4179994292277454	0.742045165082946
sw10_70	11.782801321199909	19.07913781204757	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	9.863613284841009	1.3572952230073152	2.41799984801365	2.4179994292277454	0.742045165082946
sw10_70	14.728501651499885	23.851445169216518	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	12.329516606051259	1.35743880709562	2.1118513975531736	2.1118508811518573	0.745832353791892
sw10_70	17.67420198179986	28.62375299318728	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	14.795419927261513	1.357534551960098	2.157766913255156	2.1577663039008086	0.751981064342379
sw10_70	20.619902312099843	33.396061083660676	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	17.261323248471772	1.3576029519827657	2.24620105709989	2.2462003554754073	0.770640755609968
sw10_70	23.565602642399817	38.168369340592335	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	19.727226569682017	1.3576542579207111	2.132343963784331	2.132343147279933	0.740106398820437
sw10_70	26.511302972699795	42.940677708443815	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	22.193129890892273	1.3576941660461648	2.177293081295998	2.1772921629717477	0.759823991948559
sw10_70	29.45700330299977	47.71298615391085	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	24.659033212102518	1.3577260947551646	2.2235485163320234	2.223547378848321	0.748854520543815
sw10_80	2.356560264239981	4.3111990944037295	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	1.9727226569682017	1.5334995726517204	3.2187340513420417	3.218733980348182	0.812309054055669
sw10_80	2.9457003302999767	5.393400896929052	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	2.465903321210252	1.5347522189483138	3.4592970863913393	3.4592969946475174	0.807110261746096
sw10_80	3.534840396359972	6.475606621050866	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	2.9590839854523026	1.5355882464242958	3.2453907621008957	3.245390650318675	0.776440834034519
sw10_80	4.123980462419967	7.557814553160153	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	3.4522646496943525	1.5361858576981375	2.7334752416881654	2.733475113076246	0.732267440217672
sw10_80	4.713120528479963	8.640023850628173	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	3.9454453139364034	1.5366343089835284	2.308360739204677	2.3083605936574596	0.681913583324998
sw10_80	5.302260594539958	9.722234051027726	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	4.438625978178454	1.5369832471717275	2.405427749992673	2.405427581121515	0.668940092976985
sw10_80	5.891400660599952	10.80444487950008	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	4.931806642420504	1.5372624870848377	2.714186479314952	2.7141862902380463	0.715116531494671
sw10_80	6.480540726659949	11.886656162435553	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	5.424987306662555	1.5374910148876255	2.7200368785485365	2.720036676173796	0.748758168204875
sw10_80	7.069680792719944	12.968867784794956	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	5.918167970904605	1.5376814949678062	2.6003485280991128	2.6003483036846915	0.727313759756691
sw10_80	7.658820858779937	14.051079667336163	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	6.411348635146655	1.5378426988962757	2.46962926116188	2.4696290087735355	0.696980588656438
sw10_80	8.247960924839933	15.133291753697849	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	6.904529299388705	1.5379808944061728	2.0365653585790717	2.0365650963803654	0.69010905782138
sw10_80	8.83710099089993	16.215504002698463	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	7.397709963630756	1.5381006792749887	1.7237085931982858	1.72370831609699	0.677882597679575
sw10_80	9.426241056959926	17.297716383548902	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	7.890890627872808	1.5382055027599957	2.0028000710510985	2.0027997526659296	0.673746838032601
sw10_80	10.01538112301992	18.379928872769284	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	8.384071292114855	1.5382980031402582	2.308890738671738	2.3088904122559004	0.7285749087697
sw10_80	10.604521189079916	19.46214145214169	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	8.877251956356908	1.538380232826536	2.4081439603504196	2.4081436353411556	0.800808763711848
sw10_80	11.193661255139912	20.544354107314533	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	9.370432620598958	1.5384538124326417	2.6624882914586347	2.662487908531051	0.782476792883348
sw10_80	11.782801321199909	21.626566826828643	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	9.863613284841009	1.5385200386553919	2.6404538350801254	2.6404534349795608	0.763291217965939
sw10_80	11.782801321199909	21.626566826828643	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	9.863613284841009	1.5385200386553919	2.6404538350801254	2.6404534349795608	0.763291217965939
sw10_80	14.728501651499885	27.037631117584137	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	12.329516606051259	1.538771737752544	2.2126030816720634	2.2126026276738817	0.777770305121053
sw10_80	17.67420198179986	32.44869613780177	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	14.795419927261513	1.5389395717467391	2.156585978741933	2.1565854403258804	0.773442342118134
sw10_80	20.619902312099843	37.85976157343371	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	17.261323248471772	1.5390594700584161	2.0672945102322435	2.0672938683771642	0.752368113174936
sw10_80	23.565602642399817	43.270827268075855	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	19.727226569682017	1.5391494030052033	2.256054591326027	2.256053886054379	0.804639315948723
sw10_80	26.511302972699795	48.68189313508282	(1.5+1.1842440250740128e-08j)	(1.3336699543428605+1.6384103437390295e-09j)	22.193129890892273	1.5392193563025185	2.1476521469392535	2.1476512361761317	0.78370620377969
